celltype,metaprogram_description,gene
ENDOTHELIAL,Endo6,SOSTDC1
ENDOTHELIAL,Endo7,RAMP3
ENDOTHELIAL,NF-kb,GJA1
ENDOTHELIAL,Coagulation,S100A10
ENDOTHELIAL,Notch-signaling,SRGN
ENDOTHELIAL,HEV1,HLA-DRA
ENDOTHELIAL,Endo1,CA2
ENDOTHELIAL,Stress,ATF3
ENDOTHELIAL,Endo2,PPFIBP1
ENDOTHELIAL,Cell-cycle,TUBB
ENDOTHELIAL,Endo3,TMEM100
ENDOTHELIAL,Endo4,SYNE1
ENDOTHELIAL,Endo5,CHST15
ENDOTHELIAL,Interferon,EPSTI1
ENDOTHELIAL,HEV2,SLC6A6
ENDOTHELIAL,Endo6,ICAM2
ENDOTHELIAL,Endo7,TMEM204
ENDOTHELIAL,NF-kb,HIF1A
ENDOTHELIAL,Coagulation,SNCG
ENDOTHELIAL,Notch-signaling,SAT1
ENDOTHELIAL,HEV1,NPC2
ENDOTHELIAL,Endo1,PLVAP
ENDOTHELIAL,Stress,DNAJA1
ENDOTHELIAL,Endo2,LYVE1
ENDOTHELIAL,Cell-cycle,TK1
ENDOTHELIAL,Endo3,AQP1
ENDOTHELIAL,Endo4,TSPAN7
ENDOTHELIAL,Endo5,CYTL1
ENDOTHELIAL,Interferon,IFI35
ENDOTHELIAL,HEV2,STC1
ENDOTHELIAL,Endo6,PRX
ENDOTHELIAL,Endo7,BTNL9
ENDOTHELIAL,NF-kb,IL6
ENDOTHELIAL,Coagulation,TFF3
ENDOTHELIAL,Notch-signaling,IGF2
ENDOTHELIAL,HEV1,ZNF385D
ENDOTHELIAL,Endo1,VWA1
ENDOTHELIAL,Stress,ICAM1
ENDOTHELIAL,Endo2,RBP1
ENDOTHELIAL,Cell-cycle,H2AFZ
ENDOTHELIAL,Endo3,HYAL2
ENDOTHELIAL,Endo4,KDR
ENDOTHELIAL,Endo5,HOMER3
ENDOTHELIAL,Interferon,LY6E
ENDOTHELIAL,HEV2,TNXB
ENDOTHELIAL,Endo6,ACE
ENDOTHELIAL,Endo7,CA4
ENDOTHELIAL,NF-kb,NDRG1
ENDOTHELIAL,Coagulation,VCAM1
ENDOTHELIAL,Notch-signaling,PPA1
ENDOTHELIAL,HEV1,POSTN
ENDOTHELIAL,Endo1,COL15A1
ENDOTHELIAL,Stress,NFKBIZ
ENDOTHELIAL,Endo2,NRP2
ENDOTHELIAL,Cell-cycle,NUSAP1
ENDOTHELIAL,Endo3,A2M
ENDOTHELIAL,Endo4,PRX
ENDOTHELIAL,Endo5,MCAM
ENDOTHELIAL,Interferon,UBE2L6
ENDOTHELIAL,HEV2,ACKR1
ENDOTHELIAL,Endo6,DNAJC1
ENDOTHELIAL,Endo7,DHRS3
ENDOTHELIAL,NF-kb,NFKBIA
ENDOTHELIAL,Coagulation,ACTN1
ENDOTHELIAL,Notch-signaling,MECOM
ENDOTHELIAL,HEV1,CPE
ENDOTHELIAL,Endo1,PODXL
ENDOTHELIAL,Stress,RND1
ENDOTHELIAL,Endo2,FXYD6
ENDOTHELIAL,Cell-cycle,UBE2C
ENDOTHELIAL,Endo3,CA4
ENDOTHELIAL,Endo4,F8
ENDOTHELIAL,Endo5,NID2
ENDOTHELIAL,Interferon,BST2
ENDOTHELIAL,HEV2,ADAM15
ENDOTHELIAL,Endo6,EMP2
ENDOTHELIAL,Endo7,DNASE1L3
ENDOTHELIAL,NF-kb,ABL2
ENDOTHELIAL,Coagulation,ADIRF
ENDOTHELIAL,Notch-signaling,PLPP1
ENDOTHELIAL,HEV1,ACTN1
ENDOTHELIAL,Endo1,MCAM
ENDOTHELIAL,Stress,IER3
ENDOTHELIAL,Endo2,FLT4
ENDOTHELIAL,Cell-cycle,BIRC5
ENDOTHELIAL,Endo3,CALCRL
ENDOTHELIAL,Endo4,SLC14A1
ENDOTHELIAL,Endo5,WFS1
ENDOTHELIAL,Interferon,ISG20
ENDOTHELIAL,HEV2,EMP3
ENDOTHELIAL,Endo6,HLA-DQA1
ENDOTHELIAL,Endo7,FAM167B
ENDOTHELIAL,NF-kb,BIRC3
ENDOTHELIAL,Coagulation,AHNAK
ENDOTHELIAL,Notch-signaling,SLC9A3R2
ENDOTHELIAL,HEV1,HLA-DPA1
ENDOTHELIAL,Endo1,TIMP3
ENDOTHELIAL,Stress,SERTAD1
ENDOTHELIAL,Endo2,MAF
ENDOTHELIAL,Cell-cycle,CDK1
ENDOTHELIAL,Endo3,CLEC14A
ENDOTHELIAL,Endo4,HECW2
ENDOTHELIAL,Endo5,CHST1
ENDOTHELIAL,Interferon,LAP3
ENDOTHELIAL,HEV2,NDRG1
ENDOTHELIAL,Endo6,S100A3
ENDOTHELIAL,Endo7,FCN3
ENDOTHELIAL,NF-kb,C11ORF96
ENDOTHELIAL,Coagulation,ANAPC16
ENDOTHELIAL,Notch-signaling,C10ORF10
ENDOTHELIAL,HEV1,HLA-DPB1
ENDOTHELIAL,Endo1,TM4SF18
ENDOTHELIAL,Stress,KLF4
ENDOTHELIAL,Endo2,PPP1R2
ENDOTHELIAL,Cell-cycle,CENPW
ENDOTHELIAL,Endo3,GPX3
ENDOTHELIAL,Endo4,LDB2
ENDOTHELIAL,Endo5,CXCR4
ENDOTHELIAL,Interferon,OAS1
ENDOTHELIAL,HEV2,NOS3
ENDOTHELIAL,Endo6,SERPINB1
ENDOTHELIAL,Endo7,HES1
ENDOTHELIAL,NF-kb,CSF3
ENDOTHELIAL,Coagulation,BGN
ENDOTHELIAL,Notch-signaling,STC1
ENDOTHELIAL,HEV1,PTGDS
ENDOTHELIAL,Endo1,GRB10
ENDOTHELIAL,Stress,CXCL2
ENDOTHELIAL,Endo2,ADD3
ENDOTHELIAL,Cell-cycle,DTYMK
ENDOTHELIAL,Endo3,IFI27
ENDOTHELIAL,Endo4,TMEM204
ENDOTHELIAL,Endo5,GPIHBP1
ENDOTHELIAL,Interferon,OAS2
ENDOTHELIAL,HEV2,RAMP3
ENDOTHELIAL,Endo6,SGK1
ENDOTHELIAL,Endo7,MT2A
ENDOTHELIAL,NF-kb,CXCL8
ENDOTHELIAL,Coagulation,CALM3
ENDOTHELIAL,Notch-signaling,ADAMTS1
ENDOTHELIAL,HEV1,TSPAN7
ENDOTHELIAL,Endo1,ITGA1
ENDOTHELIAL,Stress,HSPA1A
ENDOTHELIAL,Endo2,APOD
ENDOTHELIAL,Cell-cycle,DUT
ENDOTHELIAL,Endo3,MT1X
ENDOTHELIAL,Endo4,AQP1
ENDOTHELIAL,Endo5,LY6H
ENDOTHELIAL,Interferon,OAS3
ENDOTHELIAL,HEV2,THBD
ENDOTHELIAL,Endo6,TMEM204
ENDOTHELIAL,Endo7,NOSTRIN
ENDOTHELIAL,NF-kb,DDX21
ENDOTHELIAL,Coagulation,CCL14
ENDOTHELIAL,Notch-signaling,LTBP4
ENDOTHELIAL,HEV1,VCAM1
ENDOTHELIAL,Endo1,LBH
ENDOTHELIAL,Stress,NR4A1
ENDOTHELIAL,Endo2,CD9
ENDOTHELIAL,Cell-cycle,MKI67
ENDOTHELIAL,Endo3,BTNL9
ENDOTHELIAL,Endo4,CMTM8
ENDOTHELIAL,Endo5,TNFAIP8L1
ENDOTHELIAL,Interferon,PARP14
ENDOTHELIAL,HEV2,ADAMTS6
ENDOTHELIAL,Endo6,APP
ENDOTHELIAL,Endo7,PLPP3
ENDOTHELIAL,NF-kb,LITAF
ENDOTHELIAL,Coagulation,CLU
ENDOTHELIAL,Notch-signaling,FN1
ENDOTHELIAL,HEV1,TFPI
ENDOTHELIAL,Endo1,EDNRB
ENDOTHELIAL,Stress,SLC2A3
ENDOTHELIAL,Endo2,CLDN5
ENDOTHELIAL,Cell-cycle,CKS2
ENDOTHELIAL,Endo3,EDN1
ENDOTHELIAL,Endo4,ITGA8
ENDOTHELIAL,Endo5,TNFRSF4
ENDOTHELIAL,Interferon,RSAD2
ENDOTHELIAL,HEV2,ADIRF
ENDOTHELIAL,Endo6,CAV2
ENDOTHELIAL,Endo7,SLC9A3R2
ENDOTHELIAL,NF-kb,MYC
ENDOTHELIAL,Coagulation,CYR61
ENDOTHELIAL,Notch-signaling,JAG1
ENDOTHELIAL,HEV1,ARL4A
ENDOTHELIAL,Endo1,FCN3
ENDOTHELIAL,Stress,HES1
ENDOTHELIAL,Endo2,NR2F2
ENDOTHELIAL,Cell-cycle,GGH
ENDOTHELIAL,Endo3,MT1E
ENDOTHELIAL,Endo4,ARRDC2
ENDOTHELIAL,Endo5,TSPAN15
ENDOTHELIAL,Interferon,STAT1
ENDOTHELIAL,HEV2,DUSP23
ENDOTHELIAL,Endo6,FENDRR
ENDOTHELIAL,Endo7,STC1
ENDOTHELIAL,NF-kb,NAMPT
ENDOTHELIAL,Coagulation,EFEMP1
ENDOTHELIAL,Notch-signaling,EDN1
ENDOTHELIAL,HEV1,MMRN1
ENDOTHELIAL,Endo1,TP53I11
ENDOTHELIAL,Stress,HSPH1
ENDOTHELIAL,Endo2,FN1
ENDOTHELIAL,Cell-cycle,HMGN2
ENDOTHELIAL,Endo3,PECAM1
ENDOTHELIAL,Endo4,BTNL9
ENDOTHELIAL,Endo5,FABP5
ENDOTHELIAL,Interferon,APOL6
ENDOTHELIAL,HEV2,FN1
ENDOTHELIAL,Endo6,SLC14A1
ENDOTHELIAL,Endo7,ATOH8
ENDOTHELIAL,NF-kb,NNMT
ENDOTHELIAL,Coagulation,LDB2
ENDOTHELIAL,Notch-signaling,HES4
ENDOTHELIAL,HEV1,NCOA7
ENDOTHELIAL,Endo1,SPARC
ENDOTHELIAL,Stress,IER2
ENDOTHELIAL,Endo2,NTS
ENDOTHELIAL,Cell-cycle,KPNA2
ENDOTHELIAL,Endo3,GNG11
ENDOTHELIAL,Endo4,FLT1
ENDOTHELIAL,Endo5,IGF2
ENDOTHELIAL,Interferon,IFI44
ENDOTHELIAL,HEV2,MARCKS
ENDOTHELIAL,Endo6,SLC9A3R2
ENDOTHELIAL,Endo7,CARHSP1
ENDOTHELIAL,NF-kb,PMP22
ENDOTHELIAL,Coagulation,MEF2C
ENDOTHELIAL,Notch-signaling,THSD7A
ENDOTHELIAL,HEV1,VWF
ENDOTHELIAL,Endo1,CXCR4
ENDOTHELIAL,Stress,MAFF
ENDOTHELIAL,Endo2,STMN1
ENDOTHELIAL,Cell-cycle,RPA3
ENDOTHELIAL,Endo3,HSPG2
ENDOTHELIAL,Endo4,LGALS3BP
ENDOTHELIAL,Endo5,LAMA4
ENDOTHELIAL,Interferon,IFIT2
ENDOTHELIAL,HEV2,PGM5
ENDOTHELIAL,Endo6,CYP3A5
ENDOTHELIAL,Endo7,CD320
ENDOTHELIAL,NF-kb,SERPINB1
ENDOTHELIAL,Coagulation,MIF
ENDOTHELIAL,Notch-signaling,S100A4
ENDOTHELIAL,HEV1,C7
ENDOTHELIAL,Endo1,GJA1
ENDOTHELIAL,Stress,BTG2
ENDOTHELIAL,Endo2,TSTA3
ENDOTHELIAL,Cell-cycle,RRM2
ENDOTHELIAL,Endo3,ID1
ENDOTHELIAL,Endo4,NOSTRIN
ENDOTHELIAL,Endo5,RGCC
ENDOTHELIAL,Interferon,IRF7
ENDOTHELIAL,HEV2,PTGDS
ENDOTHELIAL,Endo6,TSPAN12
ENDOTHELIAL,Endo7,CDC42EP4
ENDOTHELIAL,NF-kb,TIMP1
ENDOTHELIAL,Coagulation,MPZL2
ENDOTHELIAL,Notch-signaling,STMN1
ENDOTHELIAL,HEV1,CD74
ENDOTHELIAL,Endo1,MYO1B
ENDOTHELIAL,Stress,CCL2
ENDOTHELIAL,Endo2,IGFBP5
ENDOTHELIAL,Cell-cycle,UBE2S
ENDOTHELIAL,Endo3,IL7R
ENDOTHELIAL,Endo4,NRP1
ENDOTHELIAL,Endo5,RGS3
ENDOTHELIAL,Interferon,NT5C3A
ENDOTHELIAL,HEV2,VCAM1
ENDOTHELIAL,Endo6,CARD16
ENDOTHELIAL,Endo7,COL15A1
ENDOTHELIAL,NF-kb,TNFAIP3
ENDOTHELIAL,Coagulation,MRPL20
ENDOTHELIAL,Notch-signaling,NUDT4
ENDOTHELIAL,HEV1,HLA-DQA1
ENDOTHELIAL,Endo1,MIR4435-2HG
ENDOTHELIAL,Stress,HSPA1B
ENDOTHELIAL,Endo2,ADIRF
ENDOTHELIAL,Cell-cycle,ANP32E
ENDOTHELIAL,Endo3,RAMP2
ENDOTHELIAL,Endo4,SGK1
ENDOTHELIAL,Endo5,EIF4EBP1
ENDOTHELIAL,Interferon,SAMHD1
ENDOTHELIAL,HEV2,VEGFC
ENDOTHELIAL,Endo6,CD82
ENDOTHELIAL,Endo7,DDIT4
ENDOTHELIAL,NF-kb,RND1
ENDOTHELIAL,Coagulation,NFIB
ENDOTHELIAL,Notch-signaling,SULF1
ENDOTHELIAL,HEV1,IER3
ENDOTHELIAL,Endo1,MLEC
ENDOTHELIAL,Stress,SOD2
ENDOTHELIAL,Endo2,ANGPT2
ENDOTHELIAL,Cell-cycle,SMC2
ENDOTHELIAL,Endo3,PLVAP
ENDOTHELIAL,Endo4,COL4A1
ENDOTHELIAL,Endo5,FSCN1
ENDOTHELIAL,Interferon,SERPING1
ENDOTHELIAL,HEV2,EHBP1L1
ENDOTHELIAL,Endo6,CNN3
ENDOTHELIAL,Endo7,EDNRB
ENDOTHELIAL,NF-kb,PLVAP
ENDOTHELIAL,Coagulation,NRP2
ENDOTHELIAL,Notch-signaling,CXCL2
ENDOTHELIAL,HEV1,HLA-DRB1
ENDOTHELIAL,Endo1,PLPP3
ENDOTHELIAL,Stress,BAG3
ENDOTHELIAL,Endo2,ARL4A
ENDOTHELIAL,Cell-cycle,TUBB4B
ENDOTHELIAL,Endo3,CD36
ENDOTHELIAL,Endo4,GMFG
ENDOTHELIAL,Endo5,MGLL
ENDOTHELIAL,Interferon,TAP1
ENDOTHELIAL,HEV2,EPHB4
ENDOTHELIAL,Endo6,MARCKS
ENDOTHELIAL,Endo7,ITM2A
ENDOTHELIAL,NF-kb,MT1A
ENDOTHELIAL,Coagulation,PRCP
ENDOTHELIAL,Notch-signaling,DLL4
ENDOTHELIAL,HEV1,CCL2
ENDOTHELIAL,Endo1,TNFRSF4
ENDOTHELIAL,Stress,KDM6B
ENDOTHELIAL,Endo2,IGF1
ENDOTHELIAL,Cell-cycle,ZWINT
ENDOTHELIAL,Endo3,EGFL7
ENDOTHELIAL,Endo4,EFNB1
ENDOTHELIAL,Endo5,MMP2
ENDOTHELIAL,Interferon,TRIM22
ENDOTHELIAL,HEV2,FBLN2
ENDOTHELIAL,Endo6,MYLK
ENDOTHELIAL,Endo7,NQO1
ENDOTHELIAL,NF-kb,ISG20
ENDOTHELIAL,Coagulation,PRDX5
ENDOTHELIAL,Notch-signaling,PLLP
ENDOTHELIAL,HEV1,HAPLN3
ENDOTHELIAL,Endo1,ANGPTL2
ENDOTHELIAL,Stress,NFKBIA
ENDOTHELIAL,Endo2,RGS16
ENDOTHELIAL,Cell-cycle,TUBA1C
ENDOTHELIAL,Endo3,IGFBP7
ENDOTHELIAL,Endo4,ESM1
ENDOTHELIAL,Endo5,SLC38A1
ENDOTHELIAL,Interferon,CMPK2
ENDOTHELIAL,HEV2,HYAL2
ENDOTHELIAL,Endo6,SERPINB6
ENDOTHELIAL,Endo7,OSBPL1A
ENDOTHELIAL,NF-kb,CLU
ENDOTHELIAL,Coagulation,QSOX1
ENDOTHELIAL,Notch-signaling,ADAMTS6
ENDOTHELIAL,HEV1,ICAM1
ENDOTHELIAL,Endo1,PTP4A3
ENDOTHELIAL,Stress,TNFRSF10D
ENDOTHELIAL,Endo2,TSPAN5
ENDOTHELIAL,Cell-cycle,UBE2T
ENDOTHELIAL,Endo3,LIFR
ENDOTHELIAL,Endo4,LINC00551
ENDOTHELIAL,Endo5,C10ORF10
ENDOTHELIAL,Interferon,EIF2AK2
ENDOTHELIAL,HEV2,ITGA6
ENDOTHELIAL,Endo6,SERPINE1
ENDOTHELIAL,Endo7,SELENOP
ENDOTHELIAL,NF-kb,IER3
ENDOTHELIAL,Coagulation,RBP5
ENDOTHELIAL,Notch-signaling,ICAM2
ENDOTHELIAL,HEV1,SNCG
ENDOTHELIAL,Endo1,HSPG2
ENDOTHELIAL,Stress,CCNL1
ENDOTHELIAL,Endo2,LIMS1
ENDOTHELIAL,Cell-cycle,CDKN3
ENDOTHELIAL,Endo3,MT2A
ENDOTHELIAL,Endo4,PLPP1
ENDOTHELIAL,Endo5,COL4A1
ENDOTHELIAL,Interferon,GBP2
ENDOTHELIAL,HEV2,SEMA3F
ENDOTHELIAL,Endo6,TMEM100
ENDOTHELIAL,Endo7,SPP1
ENDOTHELIAL,NF-kb,ARID5A
ENDOTHELIAL,Coagulation,RGCC
ENDOTHELIAL,Notch-signaling,SOX17
ENDOTHELIAL,HEV1,SOD2
ENDOTHELIAL,Endo1,HECW2
ENDOTHELIAL,Stress,HEXIM1
ENDOTHELIAL,Endo2,MFAP2
ENDOTHELIAL,Cell-cycle,H2AFX
ENDOTHELIAL,Endo3,SDPR
ENDOTHELIAL,Endo4,S100A4
ENDOTHELIAL,Endo5,COTL1
ENDOTHELIAL,Interferon,MT2A
ENDOTHELIAL,HEV2,TEK
ENDOTHELIAL,Endo6,ITM2A
ENDOTHELIAL,Endo7,GAS6
ENDOTHELIAL,NF-kb,TMEM70
ENDOTHELIAL,Coagulation,SPARCL1
ENDOTHELIAL,Notch-signaling,FBLN2
ENDOTHELIAL,HEV1,LIFR
ENDOTHELIAL,Endo1,PDGFD
ENDOTHELIAL,Stress,ADAMTS1
ENDOTHELIAL,Endo2,PTPRE
ENDOTHELIAL,Cell-cycle,KIF22
ENDOTHELIAL,Endo3,TNFSF10
ENDOTHELIAL,Endo4,TBX3
ENDOTHELIAL,Endo5,EFCAB14
ENDOTHELIAL,Interferon,RARRES3
ENDOTHELIAL,HEV2,APOL1
ENDOTHELIAL,Endo6,SPARCL1
ENDOTHELIAL,Endo7,FXYD6
ENDOTHELIAL,NF-kb,PTPRE
ENDOTHELIAL,Coagulation,TM4SF18
ENDOTHELIAL,Notch-signaling,JAG2
ENDOTHELIAL,HEV1,HLA-DMA
ENDOTHELIAL,Endo1,PXDN
ENDOTHELIAL,Stress,JUND
ENDOTHELIAL,Endo2,SNCG
ENDOTHELIAL,Cell-cycle,KIF20B
ENDOTHELIAL,Endo3,ESAM
ENDOTHELIAL,Endo4,ADGRF5
ENDOTHELIAL,Endo5,ESM1
ENDOTHELIAL,Interferon,SAMD9
ENDOTHELIAL,HEV2,CALCRL
ENDOTHELIAL,Endo6,TSPAN15
ENDOTHELIAL,Endo7,VWA1
ENDOTHELIAL,NF-kb,CDKN1A
ENDOTHELIAL,Coagulation,TSPO
ENDOTHELIAL,Notch-signaling,PCSK5
ENDOTHELIAL,HEV1,SLCO2A1
ENDOTHELIAL,Endo1,ADGRF5
ENDOTHELIAL,Stress,C11ORF96
ENDOTHELIAL,Endo2,CLU
ENDOTHELIAL,Cell-cycle,MAD2L1
ENDOTHELIAL,Endo3,FAM107A
ENDOTHELIAL,Endo4,ARHGDIB
ENDOTHELIAL,Endo5,GMFG
ENDOTHELIAL,Interferon,SAMD9L
ENDOTHELIAL,HEV2,ENTPD1
ENDOTHELIAL,Endo6,ANXA3
ENDOTHELIAL,Endo7,GYPC
ENDOTHELIAL,NF-kb,UGCG
ENDOTHELIAL,Coagulation,VWF
ENDOTHELIAL,Notch-signaling,VEGFC
ENDOTHELIAL,HEV1,CEBPD
ENDOTHELIAL,Endo1,LAMA4
ENDOTHELIAL,Stress,MCL1
ENDOTHELIAL,Endo2,SEMA3A
ENDOTHELIAL,Cell-cycle,PRC1
ENDOTHELIAL,Endo3,GIMAP7
ENDOTHELIAL,Endo4,CEBPB
ENDOTHELIAL,Endo5,JUP
ENDOTHELIAL,Interferon,APOL2
ENDOTHELIAL,HEV2,PLEC
ENDOTHELIAL,Endo6,HLA-DMA
ENDOTHELIAL,Endo7,NOTCH4
ENDOTHELIAL,NF-kb,NCOA7
ENDOTHELIAL,Coagulation,FXYD5
ENDOTHELIAL,Notch-signaling,PPP1R14A
ENDOTHELIAL,HEV1,HLA-DRB5
ENDOTHELIAL,Endo1,MMP2
ENDOTHELIAL,Stress,MIDN
ENDOTHELIAL,Endo2,MRC1
ENDOTHELIAL,Cell-cycle,TMPO
ENDOTHELIAL,Endo3,GPIHBP1
ENDOTHELIAL,Endo4,GJA5
ENDOTHELIAL,Endo5,PDGFB
ENDOTHELIAL,Interferon,CXCL10
ENDOTHELIAL,HEV2,SPTAN1
ENDOTHELIAL,Endo6,ANXA1
ENDOTHELIAL,Endo7,PLPP1
ENDOTHELIAL,NF-kb,TUBB6
ENDOTHELIAL,Coagulation,NUPR1
ENDOTHELIAL,Notch-signaling,RHOB
ENDOTHELIAL,HEV1,MGP
ENDOTHELIAL,Endo1,SLC9A3R2
ENDOTHELIAL,Stress,ZC3HAV1
ENDOTHELIAL,Endo2,RARRES2
ENDOTHELIAL,Cell-cycle,CKAP2
ENDOTHELIAL,Endo3,IFNGR1
ENDOTHELIAL,Endo4,ID2
ENDOTHELIAL,Endo5,RND3
ENDOTHELIAL,Interferon,HAPLN3
ENDOTHELIAL,HEV2,TSHZ2
ENDOTHELIAL,Endo6,RPN1
ENDOTHELIAL,Endo7,HLA-DQA1
ENDOTHELIAL,NF-kb,C2CD4B
ENDOTHELIAL,Coagulation,S100A4
ENDOTHELIAL,Notch-signaling,SERPINE2
ENDOTHELIAL,HEV1,CXCL2
ENDOTHELIAL,Endo1,SPRY4
ENDOTHELIAL,Stress,APOLD1
ENDOTHELIAL,Endo2,RELN
ENDOTHELIAL,Cell-cycle,TMEM106C
ENDOTHELIAL,Endo3,NOTCH4
ENDOTHELIAL,Endo4,IL1RL1
ENDOTHELIAL,Endo5,SLC4A7
ENDOTHELIAL,Interferon,IRF1
ENDOTHELIAL,HEV2,PLAC9
ENDOTHELIAL,Endo6,C10ORF10
ENDOTHELIAL,Endo7,AKAP12
ENDOTHELIAL,NF-kb,LMNA
ENDOTHELIAL,Coagulation,ARL4A
ENDOTHELIAL,Notch-signaling,ATP13A3
ENDOTHELIAL,HEV1,CYP1B1
ENDOTHELIAL,Endo1,CDH13
ENDOTHELIAL,Stress,CSRNP1
ENDOTHELIAL,Endo2,CCDC80
ENDOTHELIAL,Cell-cycle,ASPM
ENDOTHELIAL,Endo3,SPARC
ENDOTHELIAL,Endo4,RBMS1
ENDOTHELIAL,Endo5,SMTN
ENDOTHELIAL,Interferon,XAF1
ENDOTHELIAL,HEV2,KLF2
ENDOTHELIAL,Endo6,HLA-DQB1
ENDOTHELIAL,Endo7,SIPA1L2
ENDOTHELIAL,NF-kb,ADAMTS4
ENDOTHELIAL,Coagulation,CST3
ENDOTHELIAL,Notch-signaling,PODXL
ENDOTHELIAL,HEV1,HLA-DQB1
ENDOTHELIAL,Endo1,ACE
ENDOTHELIAL,Stress,FOSL2
ENDOTHELIAL,Endo2,NR2F1
ENDOTHELIAL,Cell-cycle,MCM7
ENDOTHELIAL,Endo3,TM4SF1
ENDOTHELIAL,Endo4,SLC44A1
ENDOTHELIAL,Endo5,COL12A1
ENDOTHELIAL,Interferon,DDX58
ENDOTHELIAL,HEV2,PCDH12
ENDOTHELIAL,Endo6,SPARC
ENDOTHELIAL,Endo7,CTSH
ENDOTHELIAL,NF-kb,ETS2
ENDOTHELIAL,Coagulation,RPS27L
ENDOTHELIAL,Notch-signaling,FAM107A
ENDOTHELIAL,HEV1,PLAT
ENDOTHELIAL,Endo1,HTRA1
ENDOTHELIAL,Stress,BRD2
ENDOTHELIAL,Endo2,TIMP1
ENDOTHELIAL,Cell-cycle,CLSPN
ENDOTHELIAL,Endo3,SLC6A4
ENDOTHELIAL,Endo4,FGL2
ENDOTHELIAL,Endo5,SMAD1
ENDOTHELIAL,Interferon,TAP2
ENDOTHELIAL,HEV2,VWF
ENDOTHELIAL,Endo6,TYMP
ENDOTHELIAL,Endo7,TSC22D1
ENDOTHELIAL,NF-kb,POSTN
ENDOTHELIAL,Coagulation,DDIT4
ENDOTHELIAL,Notch-signaling,EMP3
ENDOTHELIAL,HEV1,RAMP3
ENDOTHELIAL,Endo1,UNC5B
ENDOTHELIAL,Stress,BHLHE40
ENDOTHELIAL,Endo2,PARD6G
ENDOTHELIAL,Cell-cycle,SKA2
ENDOTHELIAL,Endo3,C8ORF4
ENDOTHELIAL,Endo4,IL13RA2
ENDOTHELIAL,Endo5,PCDH12
ENDOTHELIAL,Interferon,USP18
ENDOTHELIAL,HEV2,CRIP1
ENDOTHELIAL,Endo6,GNG11
ENDOTHELIAL,Endo7,NKX2-3
ENDOTHELIAL,NF-kb,IGFBP7
ENDOTHELIAL,Coagulation,DAD1
ENDOTHELIAL,Notch-signaling,ALPL
ENDOTHELIAL,HEV1,FBLN2
ENDOTHELIAL,Endo1,NID1
ENDOTHELIAL,Stress,ARID5A
ENDOTHELIAL,Endo2,CISD1
ENDOTHELIAL,Cell-cycle,CENPM
ENDOTHELIAL,Endo3,MGP
ENDOTHELIAL,Endo4,POMP
ENDOTHELIAL,Endo5,MARCKS
ENDOTHELIAL,Interferon,PPM1K
ENDOTHELIAL,HEV2,PCDH17
ENDOTHELIAL,Endo6,CAPZA2
ENDOTHELIAL,Endo7,MLEC
ENDOTHELIAL,NF-kb,THBS1
ENDOTHELIAL,Coagulation,LGALS1
EPITHELIAL,Stress,EGR1
EPITHELIAL,Secreted,SLPI
EPITHELIAL,Alveolar,NAPSA
EPITHELIAL,Cilia,TPPP3
EPITHELIAL,Cell-cycle,HMGB2
EPITHELIAL,EpiSen,S100A8
EPITHELIAL,V-ATPase,TMEM213
EPITHELIAL,Metabolism-Kidney1,GLYAT
EPITHELIAL,Epi1,AGER
EPITHELIAL,Interferon/MHC,IFI27
EPITHELIAL,EMT-like1,DST
EPITHELIAL,Respiration,DEFB1
EPITHELIAL,PDAC-related1,FXYD2
EPITHELIAL,PDAC-related2,C15ORF48
EPITHELIAL,Epi2,WFDC2
EPITHELIAL,Metabolism-Kidney2,AQP2
EPITHELIAL,EMT-like2,IL32
EPITHELIAL,Colon-related,TFF3
EPITHELIAL,Neuroendocrine,INS
EPITHELIAL,MYC,FABP5
EPITHELIAL,Androgen-prostate,LRRC26
EPITHELIAL,Epi3,HBEGF
EPITHELIAL,PDAC-related3,ALDOB
EPITHELIAL,Epi4,CD9
EPITHELIAL,Stress,FOS
EPITHELIAL,Secreted,WFDC2
EPITHELIAL,Alveolar,SFTPA1
EPITHELIAL,Cilia,CAPS
EPITHELIAL,Cell-cycle,STMN1
EPITHELIAL,EpiSen,S100A9
EPITHELIAL,V-ATPase,ATP6AP2
EPITHELIAL,Metabolism-Kidney1,UGT2B7
EPITHELIAL,Epi1,CAV1
EPITHELIAL,Interferon/MHC,IFITM3
EPITHELIAL,EMT-like1,KRT15
EPITHELIAL,Respiration,CKB
EPITHELIAL,PDAC-related1,OLFM4
EPITHELIAL,PDAC-related2,CEACAM5
EPITHELIAL,Epi2,ADIRF
EPITHELIAL,Metabolism-Kidney2,HSD11B2
EPITHELIAL,EMT-like2,MMP7
EPITHELIAL,Colon-related,FCGBP
EPITHELIAL,Neuroendocrine,PCSK1N
EPITHELIAL,MYC,MRPL12
EPITHELIAL,Androgen-prostate,NKX3-1
EPITHELIAL,Epi3,ODC1
EPITHELIAL,PDAC-related3,PIGR
EPITHELIAL,Epi4,EPCAM
EPITHELIAL,Stress,JUN
EPITHELIAL,Secreted,LCN2
EPITHELIAL,Alveolar,SFTPA2
EPITHELIAL,Cilia,CETN2
EPITHELIAL,Cell-cycle,UBE2C
EPITHELIAL,EpiSen,KRT6A
EPITHELIAL,V-ATPase,LGALS3
EPITHELIAL,Metabolism-Kidney1,NAT8
